pl_name,hostname,pl_masse,pl_rade,ra,dec,sy_dist
"NGTS-30 b","NGTS-30",305.11527,10.402,173.7148670,-24.6054801,238.3770000
"TOI-2141 b","TOI-2141",24.00000,3.050,258.7623456,18.3403449,77.6820000
"HD 207897 b","HD 207897",14.40000,2.501,325.2016451,84.3337613,28.2938000
"TOI-1288 b","TOI-1288",42.00000,5.240,313.1670294,65.6087833,114.8650000
"HAT-P-2 b","HAT-P-2",2739.69460,10.660,245.1514324,41.0479601,127.7740000
"TOI-5238 b","TOI-5238",,5.220,223.3588909,68.8594720,290.6460000
"HAT-P-53 b","HAT-P-53",471.65972,14.773,21.8711012,38.9681137,666.8020000
"TOI-1408 b","TOI-1408",,8.056,313.5110469,72.5806455,139.4840000
"NGTS-3 A b","NGTS-3 A",,13.237,94.4447595,-35.7063640,743.9720000
"HAT-P-2 b","HAT-P-2",,,245.1514324,41.0479601,127.7740000
"TOI-4860 b","TOI-4860",212.94503,8.474,183.5639610,-13.1748411,80.1423000
"TOI-3785 b","TOI-3785",,4.732,130.9002258,63.0780768,79.7634000
"HD 149026 b","HD 149026",,,247.6229827,38.3475349,75.8643000
"HAT-P-64 b","HAT-P-64",,18.161,68.9743955,2.4312732,651.8970000
"HAT-P-2 b","HAT-P-2",2771.47760,11.243,245.1514324,41.0479601,127.7740000
"BD-14 3065 b","BD-14 3065 A",3932.00000,21.590,153.6696689,-15.6428372,589.4230000
"HAT-P-2 b","HAT-P-2",,,245.1514324,41.0479601,127.7740000
"NGTS-5 b","NGTS-5",,12.652,221.0582692,5.6053735,306.7790000
"TOI-3071 b","TOI-3071",68.20000,7.160,173.2790517,-56.5033871,485.2190000
"HD 17156 b","HD 17156",1023.37000,11.430,42.4366123,71.7530882,78.0863000
"HAT-P-2 b","HAT-P-2",2777.83420,13.339,245.1514324,41.0479601,127.7740000
"NGTS-2 b","NGTS-2",,18.548,215.1227617,-31.2020698,356.3910000
"HR 8799 b","HR 8799",,,346.8701486,21.1340376,41.2441000
"TOI-1669 b","TOI-1669",,,45.9564744,83.5874273,111.2760000
"HAT-P-64 b","HAT-P-64",184.34048,19.089,68.9743955,2.4312732,651.8970000
"TOI-2145 b","TOI-2145",1671.77742,11.982,263.7580753,40.6950428,224.7310000
"NGTS-12 b","NGTS-12",,,176.2499418,-35.6405630,446.4420000
"TOI-1691 b","TOI-1691",14.60000,3.565,272.4041179,86.8603430,111.4450000
"TOI-3071 b","TOI-3071",,7.135,173.2790517,-56.5033871,485.2190000
"TOI-1288 b","TOI-1288",,5.080,313.1670294,65.6087833,114.8650000
"HR 8799 b","HR 8799",2000.00000,13.000,346.8701486,21.1340376,41.2441000
"11 Com b","11 Com",,,185.1787793,17.7932516,93.1846000
"HD 159868 b","HD 159868",,,264.7466665,-43.1462347,55.8503000
"HATS-55 b","HATS-55",,,114.2833819,-32.7554188,609.8380000
"TOI-1736 c","TOI-1736",2800.00000,,43.4344615,69.1013450,88.9482000
"TOI-2796 b","TOI-2796",,15.084,84.1527191,0.8962788,350.3430000
"HD 17156 b","HD 17156",1028.18005,12.184,42.4366123,71.7530882,78.0863000
"TOI-2818 b","TOI-2818",,14.228,119.0598183,-35.1167104,312.6740000
"TOI-5301 b","TOI-5301",,12.137,12.9908008,13.0783712,629.1610000
"TOI-3321 b","TOI-3321",176.07694,15.558,265.7603351,-65.0082516,285.8950000
"NGTS-8 b","NGTS-8",295.58190,12.218,328.9759206,-14.0684399,428.9760000
"TOI-2803 A b","TOI-2803 A",,17.452,93.1147397,-23.4924956,494.8180000
"TOI-1859 b","TOI-1859",,11.130,279.8317644,69.5228726,224.3850000
"HD 149026 b","HD 149026",,,247.6229827,38.3475349,75.8643000
"TOI-1669 c","TOI-1669",13.00000,2.296,45.9564744,83.5874273,111.2760000
"TOI-5205 b","TOI-5205",,11.113,313.7706819,24.3609770,86.4493000
"TOI-3976 A b","TOI-3976 A",,12.113,224.3560083,44.2743223,516.0870000
"BD-14 3065 b","BD-14 3065 A",,20.711,153.6696689,-15.6428372,589.4230000
"TOI-4201 b","TOI-4201",788.21445,13.675,90.4747237,-13.4613710,189.0110000
"TOI-2977 b","TOI-2977",533.95172,13.159,143.9265177,-60.3574758,
"TOI-1836 b","TOI-1836",,6.343,245.9079242,54.6900774,191.6490000
"TOI-3629 b","TOI-3629",,8.099,359.7933851,39.3142556,130.0910000
"HAT-P-2 b","HAT-P-2",,,245.1514324,41.0479601,127.7740000
"TOI-2145 b","TOI-2145",,12.252,263.7580753,40.6950428,224.7310000
"HAT-P-2 b","HAT-P-2",3175.12170,,245.1514324,41.0479601,127.7740000
"NGTS-10 b","NGTS-10",687.14846,13.507,91.8722801,-25.5948963,
"TOI-1836 c","TOI-1836",8.00000,2.600,245.9079242,54.6900774,191.6490000
"TOI-1669 c","TOI-1669",,2.363,45.9564744,83.5874273,111.2760000
"TOI-3912 b","TOI-3912",,14.236,215.8014956,24.0765639,465.9920000
"HAT-P-53 b","HAT-P-53",,,21.8711012,38.9681137,666.8020000
"HD 149026 b","HD 149026",,,247.6229827,38.3475349,75.8643000
"NGTS-12 b","NGTS-12",,10.611,176.2499418,-35.6405630,446.4420000
"NGTS-2 b","NGTS-2",,,215.1227617,-31.2020698,356.3910000
"HR 8799 b","HR 8799",,,346.8701486,21.1340376,41.2441000
"HR 8799 b","HR 8799",,6.725,346.8701486,21.1340376,41.2441000
"XO-6 b","XO-6",,,94.7929552,73.8275672,235.4790000
"TOI-4791 b","TOI-4791",734.18362,12.442,109.3883818,-19.8289392,328.8020000
"HAT-P-2 b","HAT-P-2",,,245.1514324,41.0479601,127.7740000
"TrES-5 b","TrES-5",,,305.2219454,59.4489033,360.3130000
"TOI-1408 b","TOI-1408",593.00000,25.000,313.5110469,72.5806455,139.4840000
"TOI-1736 b","TOI-1736",,2.737,43.4344615,69.1013450,88.9482000
"NGTS-30 b","NGTS-30",,9.930,173.7148670,-24.6054801,238.3770000
"TOI-3693 b","TOI-3693",,12.897,15.6543938,51.3038918,176.4360000
"NGTS-2 b","NGTS-2",235.19420,17.878,215.1227617,-31.2020698,356.3910000
"TOI-5616 b","TOI-5616",624.00000,10.780,184.9016378,48.6832895,390.4150000
"TOI-5232 b","TOI-5232",743.71847,12.778,294.3374248,35.2764934,609.3880000
"TOI-1836 b","TOI-1836",24.70000,8.281,245.9079242,54.6900774,191.6490000
"HAT-P-2 b","HAT-P-2",,,245.1514324,41.0479601,127.7740000
"TOI-3629 b","TOI-3629",82.63539,8.295,359.7933851,39.3142556,130.0910000
"NGTS-21 b","NGTS-21",750.07504,14.908,311.2583112,-35.4278412,592.8910000
"TOI-2141 b","TOI-2141",,2.860,258.7623456,18.3403449,77.6820000
"HAT-P-53 b","HAT-P-53",469.43491,14.773,21.8711012,38.9681137,666.8020000
"NGTS-12 b","NGTS-12",66.10864,11.747,176.2499418,-35.6405630,446.4420000
"NGTS-2 b","NGTS-2",,,215.1227617,-31.2020698,356.3910000
"TOI-5301 b","TOI-5301",1160.07369,13.193,12.9908008,13.0783712,629.1610000
"TrES-5 b","TrES-5",568.91570,13.384,305.2219454,59.4489033,360.3130000
"HD 149026 b","HD 149026",,8.333,247.6229827,38.3475349,75.8643000
"TOI-1408 c","TOI-1408",7.60000,2.220,313.5110469,72.5806455,139.4840000
"TOI-1736 b","TOI-1736",12.80000,2.440,43.4344615,69.1013450,88.9482000
"TOI-5344 b","TOI-5344",,9.663,63.2662165,20.9151568,138.3670000
"XO-6 b","XO-6",,,94.7929552,73.8275672,235.4790000
"TOI-5205 b","TOI-5205",343.00000,11.600,313.7706819,24.3609770,86.4493000
"TOI-4087 b","TOI-4087",,13.902,217.9257785,83.3727061,301.6760000
"TOI-3807 b","TOI-3807",330.54154,18.495,139.1125648,69.0741284,421.7450000
"TOI-2842 b","TOI-2842",117.59651,12.845,108.0442066,-10.6393400,460.9950000
"HD 17156 b","HD 17156",1014.15300,12.274,42.4366123,71.7530882,78.0863000
"HD 149026 b","HD 149026",116.95700,9.113,247.6229827,38.3475349,75.8643000
"NGTS-9 b","NGTS-9",,,141.9206435,-19.3476477,609.1280000
"TOI-3919 b","TOI-3919",,10.213,208.9447534,40.3918061,604.5910000
"HAT-P-2 b","HAT-P-2",,,245.1514324,41.0479601,127.7740000
"TOI-1736 b","TOI-1736",12.30000,3.182,43.4344615,69.1013450,88.9482000
"TOI-1516 b","TOI-1516",1004.33777,15.244,340.0846204,69.5037313,247.0540000
"TOI-1859 b","TOI-1859",,9.752,279.8317644,69.5228726,224.3850000
"XO-6 b","XO-6",1398.45200,23.203,94.7929552,73.8275672,235.4790000
"NGTS-4 b","NGTS-4",,,89.5988945,-30.8117992,280.5550000
"NGTS-9 b","NGTS-9",921.70700,11.994,141.9206435,-19.3476477,609.1280000
"TOI-1288 b","TOI-1288",,4.946,313.1670294,65.6087833,114.8650000
"HD 17156 b","HD 17156",1036.76146,11.938,42.4366123,71.7530882,78.0863000
"NGTS-16 b","NGTS-16",211.99155,14.572,58.2639299,-30.8046405,898.1680000
"TOI-4145 A b","TOI-4145 A",136.66622,13.305,39.4297435,80.2673838,205.3870000
"NGTS-14 A b","NGTS-14 A",,4.586,328.5174799,-38.3774193,322.1480000
"NGTS-23 b","NGTS-23",194.82881,14.202,70.4322947,-40.0445299,1074.9500000
"HD 17156 b","HD 17156",,,42.4366123,71.7530882,78.0863000
"HD 23472 d","HD 23472",,0.758,55.4590314,-62.7672667,39.0341000
"HAT-P-53 b","HAT-P-53",,,21.8711012,38.9681137,666.8020000
"NGTS-13 b","NGTS-13",1538.29720,12.801,176.2402326,-38.1397158,647.5950000
"TOI-3082 b","TOI-3082",,3.662,195.9080719,-19.2189845,113.0480000
"HAT-P-2 b","HAT-P-2",2873.18320,11.007,245.1514324,41.0479601,127.7740000
"NGTS-13 b","NGTS-13",,9.064,176.2402326,-38.1397158,647.5950000
"TOI-1408 b","TOI-1408",537.13001,16.813,313.5110469,72.5806455,139.4840000
"TOI-2096 b","TOI-2096",,1.243,151.6186989,74.8272107,48.4809000
"Qatar-9 b","Qatar-9",,13.367,160.7480950,60.9641194,213.7710000
"TOI-3894 b","TOI-3894",270.15415,15.222,201.3748265,52.7681036,417.3650000
"HD 149026 b","HD 149026",113.14748,6.837,247.6229827,38.3475349,75.8643000
"NGTS-18 b","NGTS-18",129.99182,13.563,180.5462193,-35.5486091,1096.1900000
"HD 17156 b","HD 17156",,,42.4366123,71.7530882,78.0863000
"HD 149026 b","HD 149026",102.34126,9.090,247.6229827,38.3475349,75.8643000
"TrES-5 b","TrES-5",,,305.2219454,59.4489033,360.3130000
"HAT-P-2 b","HAT-P-2",2765.12100,12.969,245.1514324,41.0479601,127.7740000
"HD 23472 e","HD 23472",,0.970,55.4590314,-62.7672667,39.0341000
"TOI-2587 A b","TOI-2587 A",,10.941,115.9317105,-1.0733330,373.6750000
"TOI-4463 A b","TOI-4463 A",252.35576,13.260,279.3581286,18.7299522,173.1170000
"HD 23472 b","HD 23472",,1.870,55.4590314,-62.7672667,39.0341000
"GJ 143 b","GJ 143",,3.122,51.7501882,-63.5001660,16.3200000
"TOI-5803 b","TOI-5803",,3.274,327.2487497,6.2781777,84.0126000
"HD 213885 c","HD 213885",,,338.9837166,-59.8648290,48.0883000
"TOI-1853 b","TOI-1853",,3.893,211.4593468,16.9923703,165.1050000
"TOI-4860 b","TOI-4860",,8.995,183.5639610,-13.1748411,80.1423000
"HAT-P-53 b","HAT-P-53",,12.896,21.8711012,38.9681137,666.8020000
"TOI-5616 b","TOI-5616",,10.952,184.9016378,48.6832895,390.4150000
"Qatar-9 b","Qatar-9",,,160.7480950,60.9641194,213.7710000
"TOI-2000 c","TOI-2000",,8.362,146.3970631,-66.6866307,175.7130000
"Qatar-9 b","Qatar-9",,,160.7480950,60.9641194,213.7710000
"HAT-P-64 b","HAT-P-64",,,68.9743955,2.4312732,651.8970000
"TOI-1736 c","TOI-1736",,,43.4344615,69.1013450,88.9482000
"TOI-2796 b","TOI-2796",139.84450,17.262,84.1527191,0.8962788,350.3430000
"TOI-3629 b","TOI-3629",77.23230,8.295,359.7933851,39.3142556,130.0910000
"TOI-3261 b","TOI-3261",,4.375,47.7285242,-73.5319720,300.1410000
"NGTS-18 b","NGTS-18",,13.645,180.5462193,-35.5486091,1096.1900000
"WASP-124 b","WASP-124",190.69800,13.899,332.7143373,-30.7497189,448.6370000
"WASP-25 b","WASP-25",190.06234,13.978,195.3597581,-27.5222273,211.4160000
"WASP-25 b","WASP-25",139.84520,11.994,195.3597581,-27.5222273,211.4160000
"WASP-25 b","WASP-25",182.43442,13.675,195.3597581,-27.5222273,211.4160000
"TOI-125 b","TOI-125",,2.755,23.5934253,-66.6763495,111.0590000
"WASP-56 b","WASP-56",181.47300,12.240,183.3660401,23.0556870,321.0840000
"HATS-70 b","HATS-70",,,109.1045212,-31.2443947,1458.8300000
"GJ 436 b","GJ 436",,3.960,175.5505363,26.7030669,9.7532100
"WASP-1 b","WASP-1",291.76794,16.970,5.1669536,31.9899732,393.0720000
"XO-6 b","XO-6",,17.818,94.7929552,73.8275672,235.4790000
"TOI-5293 A b","TOI-5293 A",170.40000,11.900,355.8286820,-2.0450945,162.2290000
"NGTS-5 b","NGTS-5",72.78307,12.733,221.0582692,5.6053735,306.7790000
"NGTS-1 b","NGTS-1",,,82.7142134,-36.6309812,218.1210000
"TOI-5301 b","TOI-5301",1182.32167,13.092,12.9908008,13.0783712,629.1610000
"TOI-3984 A b","TOI-3984 A",44.00000,7.900,226.3371468,36.7869747,108.8830000
"TOI-3023 b","TOI-3023",197.05361,16.432,165.3158231,-72.3567044,389.9160000
"TrES-5 b","TrES-5",568.91570,13.552,305.2219454,59.4489033,360.3130000
"NGTS-1 b","NGTS-1",,10.613,82.7142134,-36.6309812,218.1210000
"NGTS-1 b","NGTS-1",,,82.7142134,-36.6309812,218.1210000
"KELT-12 b","KELT-12",301.93850,19.952,267.6404906,36.5701761,368.0300000
"TOI-3807 b","TOI-3807",,10.093,139.1125648,69.0741284,421.7450000
"WASP-153 b","WASP-153",,,279.2624729,40.0186905,610.1760000
"HAT-P-20 b","HAT-P-20",,,111.9164295,24.3361185,71.0374000
"TOI-1691 b","TOI-1691",,2.880,272.4041179,86.8603430,111.4450000
"NGTS-24 b","NGTS-24",,11.640,168.5638892,-37.9101328,683.0620000
"Qatar-9 b","Qatar-9",378.21770,11.310,160.7480950,60.9641194,213.7710000
"Teegarden's Star b","Teegarden's Star",,,43.2691449,16.8649024,3.8307800
"Teegarden's Star c","Teegarden's Star",,,43.2691449,16.8649024,3.8307800
"WASP-25 b","WASP-25",184.34140,13.675,195.3597581,-27.5222273,211.4160000
"TOI-1669 b","TOI-1669",,,45.9564744,83.5874273,111.2760000
"XO-6 b","XO-6",,,94.7929552,73.8275672,235.4790000
"TOI-5301 b","TOI-5301",1080.61658,13.529,12.9908008,13.0783712,629.1610000
"TOI-1516 b","TOI-1516",,17.277,340.0846204,69.5037313,247.0540000
"HD 207897 b","HD 207897",,2.359,325.2016451,84.3337613,28.2938000
"TOI-1288 c","TOI-1288",,,313.1670294,65.6087833,114.8650000
"WASP-25 b","WASP-25",184.33400,13.675,195.3597581,-27.5222273,211.4160000
"WASP-25 b","WASP-25",,,195.3597581,-27.5222273,211.4160000
"WASP-124 b","WASP-124",,,332.7143373,-30.7497189,448.6370000
"WASP-25 b","WASP-25",,,195.3597581,-27.5222273,211.4160000
"WASP-124 b","WASP-124",,,332.7143373,-30.7497189,448.6370000
"WASP-25 b","WASP-25",,13.952,195.3597581,-27.5222273,211.4160000
"WASP-124 b","WASP-124",,14.202,332.7143373,-30.7497189,448.6370000
"WASP-13 b","WASP-13",114.41880,13.675,140.1029654,33.8823291,227.5370000
"TrES-1 b","TrES-1",238.99800,11.960,286.0408755,36.6325360,159.6580000
"XO-5 b","XO-5",,,116.7163868,39.0944695,276.2110000
"55 Cnc d","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc d","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc e","55 Cnc",,,133.1468373,28.3298154,12.5855000
"WASP-140 b","WASP-140",,,60.3855387,-20.4509991,117.5980000
"WASP-13 b","WASP-13",158.91500,15.771,140.1029654,33.8823291,227.5370000
"eps CrB b","eps CrB",,,239.3965057,26.8776171,69.8683000
"WASP-160 B b","WASP-160 B",,,87.6795610,-27.6233218,288.3260000
"Kepler-41 b","Kepler-41",,,294.5132465,45.9816453,1093.0800000
"KOI-94 b","KOI-94",,1.550,297.3330716,41.8911186,477.0520000
"HD 173416 b","HD 173416",,,280.9005676,36.5568570,132.1840000
"HD 37605 c","HD 37605",,,85.0074276,6.0595116,46.7864000
"HD 210702 b","HD 210702",,,332.9638643,16.0404806,54.1963000
"nu Oph b","nu Oph",7057.73298,,269.7566013,-9.7741342,46.2107000
"nu Oph c","nu Oph",7838.32346,,269.7566013,-9.7741342,46.2107000
"HD 23472 c","HD 23472",17.18000,2.149,55.4590314,-62.7672667,39.0341000
"TOI-1273 b","TOI-1273",,9.348,214.1208564,58.3902534,177.1180000
"WASP-25 b","WASP-25",,,195.3597581,-27.5222273,211.4160000
"WASP-124 b","WASP-124",,,332.7143373,-30.7497189,448.6370000
"WASP-124 b","WASP-124",,,332.7143373,-30.7497189,448.6370000
"WASP-25 b","WASP-25",,,195.3597581,-27.5222273,211.4160000
"Teegarden's Star b","Teegarden's Star",,,43.2691449,16.8649024,3.8307800
"Teegarden's Star c","Teegarden's Star",,,43.2691449,16.8649024,3.8307800
"TOI-1273 b","TOI-1273",70.55791,11.097,214.1208564,58.3902534,177.1180000
"WASP-25 b","WASP-25",,,195.3597581,-27.5222273,211.4160000
"WASP-124 b","WASP-124",,,332.7143373,-30.7497189,448.6370000
"TOI-5803 b","TOI-5803",,3.273,327.2487497,6.2781777,84.0126000
"55 Cnc b","55 Cnc",,,133.1468373,28.3298154,12.5855000
"HD 23472 f","HD 23472",,1.156,55.4590314,-62.7672667,39.0341000
"55 Cnc b","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc b","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc b","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc b","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc b","55 Cnc",254.25000,,133.1468373,28.3298154,12.5855000
"55 Cnc b","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc b","55 Cnc",263.97850,,133.1468373,28.3298154,12.5855000
"55 Cnc b","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc c","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc c","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc c","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc c","55 Cnc",54.47380,,133.1468373,28.3298154,12.5855000
"55 Cnc c","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc c","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc d","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc d","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc d","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc d","55 Cnc",,,133.1468373,28.3298154,12.5855000
"55 Cnc d","55 Cnc",,,133.1468373,28.3298154,12.5855000
"HAT-P-15 b","HAT-P-15",619.45067,12.016,66.2481420,39.4606020,192.5160000
"WASP-2 b","WASP-2",275.24078,12.072,307.7255587,6.4293305,153.2420000
"HAT-P-4 b","HAT-P-4",216.12000,14.930,229.9912200,36.2295450,320.4510000
"MASCARA-4 b","MASCARA-4",,17.786,147.5800667,-66.1139253,170.6960000
"WASP-58 b","WASP-58",308.29510,16.029,274.7012534,45.1722194,290.4040000
"WASP-56 b","WASP-56",,12.468,183.3660401,23.0556870,321.0840000
"HAT-P-36 b","HAT-P-36",,,188.2662048,44.9153672,294.4190000
"HAT-P-52 b","HAT-P-52",,10.711,42.7217412,29.0222492,361.1550000
"HAT-P-5 b","HAT-P-5",336.89980,14.056,274.4055335,36.6214617,303.3360000
"TOI-2497 b","TOI-2497",,11.763,90.0625878,11.8840577,285.2890000
"TOI-1693 b","TOI-1693",,1.557,90.3083455,34.7730904,30.7947000
"TOI-2524 b","TOI-2524",,13.161,160.8868435,-1.9126984,438.8420000
"TOI-5174 b","TOI-5174",,5.351,174.1094967,-2.0233506,197.2430000
"WASP-4 b","WASP-4",,,353.5629149,-42.0617794,267.2060000
"TOI-2084 b","TOI-2084",,2.470,259.2545389,72.7470231,114.5490000
"TOI-2524 b","TOI-2524",203.41018,11.209,160.8868435,-1.9126984,438.8420000
"TOI-4308 b","TOI-4308",,2.419,327.7530693,-43.5623642,108.9320000
"TOI-4377 b","TOI-4377",304.16179,15.110,164.9324709,-82.2213501,455.8200000
"TOI-1853 b","TOI-1853",73.20000,3.460,211.4593468,16.9923703,165.1050000
"TOI-269 b","TOI-269",,2.942,75.8462827,-54.1777213,57.0225000
"HAT-P-17 b","HAT-P-17",170.67471,11.321,324.5359781,30.4881882,92.3831000
"TOI-125 b","TOI-125",,,23.5934253,-66.6763495,111.0590000
"KELT-19 A b","KELT-19 A",,18.796,111.5095293,7.6157759,300.2760000
"Kepler-7 b","Kepler-7",,,288.5814928,41.0897335,922.5620000
"HATS-35 b","HATS-35",388.38826,16.410,296.6884420,-63.5656488,514.5550000
"CoRoT-2 b","CoRoT-2",1051.97300,16.421,291.7770457,1.3836634,213.2830000
"WASP-175 b","WASP-175",,13.352,166.3187996,-34.1227453,539.3600000
"WASP-24 b","WASP-24",,,227.2154975,2.3432860,322.1140000
"WASP-119 b","WASP-119",,13.852,55.9336392,-65.1937800,302.4480000
"WASP-41 b","WASP-41",310.51991,13.204,190.6188034,-30.6398176,163.3710000
"UCAC3 113-933 b","UCAC3 113-933",6674.39655,,5.2758121,-33.8031679,52.5829000
"UCAC4 328-061594 b","UCAC4 328-061594",6674.39655,,152.6991091,-24.4532674,39.9089000
"GJ 900 b","GJ 900 A",3496.11248,,353.7526177,1.6055211,20.8065000
"Kepler-52 b","Kepler-52",,2.516,286.7380152,49.9757383,321.5420000
"WASP-60 b","WASP-60",,,356.6667136,31.1559115,431.0520000
"WASP-73 b","WASP-73",,13.624,319.9496969,-58.1489328,316.6780000
"LP 791-18 c","LP 791-18",,,165.6904843,-16.4064445,26.4927000
"WASP-73 b","WASP-73",597.20257,13.002,319.9496969,-58.1489328,316.6780000
"KELT-6 b","KELT-6",,13.227,195.9818362,30.6401450,240.7260000
"WASP-42 b","WASP-42",158.90800,12.106,192.9812030,-42.0736165,177.2910000
"Kepler-18 d","Kepler-18",,,298.0794448,44.7462480,433.0470000
"CoRoT-19 b","CoRoT-19",,,97.0335983,-0.1707293,790.6630000
"TOI-150.01","TOI-150",797.75330,14.067,112.9654210,-73.6060358,336.2670000
"TOI-199 b","TOI-199",,10.223,80.1058735,-59.8954326,102.2700000
"HD 213885 b","HD 213885",8.83000,1.745,338.9837166,-59.8648290,48.0883000
"TOI-444 b","TOI-444",,3.297,64.1839982,-26.7664071,57.3973000
"Wolf 327 b","Wolf 327",,1.497,148.3783199,35.5705480,28.5321000
"Wolf 327 b","Wolf 327",2.53000,1.240,148.3783199,35.5705480,28.5321000
"HD 47366 c","HD 47366",,,99.4200181,-12.9856593,84.3552000
"WASP-20 b","WASP-20",,,5.1605621,-23.9357894,211.8770000
"WASP-10 b","WASP-10",1017.00000,12.300,348.9930457,31.4627508,140.9980000
"KELT-4 A b","KELT-4 A",,,157.0626200,25.5731366,218.0500000
"Kepler-105 c","Kepler-105",,1.650,287.8872376,46.2761224,459.2230000
"Kepler-105 c","Kepler-105",,1.880,287.8872376,46.2761224,459.2230000
"WASP-90 b","WASP-90",,16.708,315.5319489,7.0562793,466.4330000
"HAT-P-18 b","HAT-P-18",62.61000,11.153,256.3463760,33.0123251,161.4000000
"LHS 1140 b","LHS 1140",,1.844,11.2486320,-15.2741085,14.9861000
"HD 189733 b","HD 189733",,,300.1821223,22.7097759,19.7638000
"TOI-1685 b","TOI-1685",3.78000,1.700,68.5939529,43.0370395,37.6153000
"TOI-1685 b","TOI-1685",3.43000,1.459,68.5939529,43.0370395,37.6153000
"TOI-1685 b","TOI-1685",,1.920,68.5939529,43.0370395,37.6153000
"TOI-1062 b","TOI-1062",10.15000,2.265,38.1209678,-78.0236828,82.1733000
"TOI-431 b","TOI-431",3.07000,1.280,83.2692502,-26.7238698,32.5686000
"TOI-1062 b","TOI-1062",,2.301,38.1209678,-78.0236828,82.1733000
"HD 189733 b","HD 189733",,,300.1821223,22.7097759,19.7638000
"WASP-80 b","WASP-80",,,303.1667996,-2.1444369,49.7876000
"TOI-2260 b","TOI-2260",,1.620,247.6669998,49.0467891,101.2510000
"HD 189733 b","HD 189733",,,300.1821223,22.7097759,19.7638000
"WASP-156 b","WASP-156",,,32.7820850,2.4181937,122.0660000
"HD 25463 c","HD 25463",,1.309,60.7483361,9.2077676,45.6181000
"TOI-757 b","TOI-757",,2.179,187.9948428,-35.5544523,60.3418000
"HAT-P-18 b","HAT-P-18",,10.730,256.3463760,33.0123251,161.4000000
"TOI-1798.02","TOI-1798",,1.500,211.0939367,46.5192825,113.1810000
"TOI-421 b","TOI-421",,1.926,81.8532824,-14.2767404,74.7969000
"KELT-9 b","KELT-9",,,307.8598998,39.9389161,204.4550000
"HAT-P-18 b","HAT-P-18",,,256.3463760,33.0123251,161.4000000
"WASP-71 b","WASP-71",441.78370,13.227,29.2634506,0.7588247,362.7150000
"HAT-P-28 b","HAT-P-28",202.45771,13.585,13.0009159,34.7284020,401.3190000
"WASP-84 b","WASP-84",220.00000,10.720,131.1069959,1.8598933,100.5880000
"HD 39091 b","HD 39091",3917.23512,,84.2992798,-80.4646041,18.2702000
"WASP-45 b","WASP-45",320.04100,13.002,5.2377567,-35.9984650,211.1960000
"TrES-1 b","TrES-1",,12.117,286.0408755,36.6325360,159.6580000
"Kepler-5 b","Kepler-5",,15.280,299.4070341,44.0350387,899.7770000
"HD 190007 b","HD 190007",,,300.6956339,3.3266992,12.7141000
"HAT-P-31 b","HAT-P-31",689.98000,11.990,271.5376722,26.4266061,344.0500000
"WASP-20 b","WASP-20",,15.975,5.1605621,-23.9357894,211.8770000
