pl_name,hostname,pl_masse,pl_rade,ra,dec,sy_dist
"Kepler-288 b","Kepler-288",,1.640,288.9163997,39.5947523,1194.1500000
"Kepler-825 c","Kepler-825",,1.710,294.7698250,39.3984081,807.8500000
"Kepler-292 e","Kepler-292",,,295.7661979,42.4242822,1056.4800000
"Kepler-1300 b","Kepler-1300",,1.060,289.0330532,40.0869182,777.0250000
"Kepler-191 c","Kepler-191",,2.190,291.1833211,45.3230937,594.4640000
"Kepler-1301 b","Kepler-1301",,1.411,286.6041816,42.4403309,854.2800000
"Kepler-1303 b","Kepler-1303",,,284.2871470,42.3555784,897.7830000
"Kepler-1303 b","Kepler-1303",,1.250,284.2871470,42.3555784,897.7830000
"Kepler-395 c","Kepler-395",,1.250,293.5111889,45.1366252,421.3820000
"Kepler-1121 b","Kepler-1121",,1.910,297.7865467,47.8861542,482.0470000
"Kepler-395 c","Kepler-395",,1.250,293.5111889,45.1366252,421.3820000
"Kepler-1305 b","Kepler-1305",,1.750,297.3394624,46.3472165,1575.2300000
"Kepler-346 c","Kepler-346",,,288.0119248,46.1176003,984.1050000
"Kepler-346 c","Kepler-346",,,288.0119248,46.1176003,984.1050000
"Kepler-349 c","Kepler-349",,,293.6764689,44.6155972,940.7240000
"Kepler-350 d","Kepler-350",,,285.4195845,39.7061009,956.8590000
"Kepler-350 d","Kepler-350",,2.800,285.4195845,39.7061009,956.8590000
"Kepler-351 b","Kepler-351",,2.889,286.4527949,42.6577891,1083.9100000
"Kepler-351 b","Kepler-351",,2.800,286.4527949,42.6577891,1083.9100000
"Kepler-1068 b","Kepler-1068",,3.400,294.6481708,46.3923173,1473.6100000
"Kepler-267 d","Kepler-267",,1.930,299.8305655,47.1575741,264.9930000
"Kepler-267 d","Kepler-267",,,299.8305655,47.1575741,264.9930000
"Kepler-353 b","Kepler-353",,0.980,296.8565596,41.7580749,384.6940000
"Kepler-1128 b","Kepler-1128",,3.200,293.0633150,39.4034052,1083.4100000
"Kepler-1129 b","Kepler-1129",,3.325,291.6044965,41.3093275,1183.8800000
"Kepler-1129 b","Kepler-1129",,,291.6044965,41.3093275,1183.8800000
"Kepler-1129 b","Kepler-1129",,5.090,291.6044965,41.3093275,1183.8800000
"Kepler-366 b","Kepler-366",,2.496,296.8520316,49.0844359,1856.2800000
"Kepler-291 c","Kepler-291",,1.880,287.9163029,42.4372666,1786.4800000
"Kepler-354 b","Kepler-354",,1.916,285.7515347,41.3356739,554.0640000
"Kepler-1131 b","Kepler-1131",,1.440,295.6514492,49.2612954,1030.7000000
"Kepler-368 b","Kepler-368",,3.200,291.8800180,45.3878419,770.9780000
"Kepler-298 c","Kepler-298",,2.297,283.0398448,48.8253303,518.2040000
"Kepler-298 c","Kepler-298",,2.580,283.0398448,48.8253303,518.2040000
"Kepler-298 c","Kepler-298",,2.260,283.0398448,48.8253303,518.2040000
"Kepler-299 d","Kepler-299",,1.598,283.2070156,48.5805222,1052.2400000
"Kepler-303 c","Kepler-303",,,283.1354742,43.6567036,209.7380000
"Kepler-1152 b","Kepler-1152",,,290.4341483,44.1077802,215.2330000
"Kepler-1186 b","Kepler-1186",,,288.4796333,47.1017438,1337.2500000
"Kepler-1187 b","Kepler-1187",,2.670,286.8919996,38.3185034,1020.5300000
"Kepler-1188 b","Kepler-1188",,2.855,283.1038438,43.1480487,1717.4800000
"Kepler-1190 b","Kepler-1190",,1.089,284.9996582,49.4799506,342.5090000
"Kepler-1307 b","Kepler-1307",,2.470,292.8698348,46.7418679,1014.6200000
"Kepler-1307 b","Kepler-1307",,,292.8698348,46.7418679,1014.6200000
"Kepler-1310 b","Kepler-1310",,,283.9200236,40.7400419,569.1850000
"Kepler-1313 b","Kepler-1313",,,292.3885820,42.2332767,174.2340000
"Kepler-397 c","Kepler-397",,6.180,295.8940373,42.3805156,
"Kepler-198 c","Kepler-198",,2.630,290.6731326,38.6910045,495.3580000
"Kepler-198 c","Kepler-198",,2.440,290.6731326,38.6910045,495.3580000
"Kepler-354 d","Kepler-354",,,285.7515347,41.3356739,554.0640000
"Kepler-355 b","Kepler-355",,1.590,285.7994917,42.8117427,1432.1700000
"Kepler-357 c","Kepler-357",,2.179,291.2429746,44.0086337,688.5730000
"Kepler-357 c","Kepler-357",,2.500,291.2429746,44.0086337,688.5730000
"Kepler-358 b","Kepler-358",,,293.2302333,48.2813901,1101.1000000
"Kepler-358 b","Kepler-358",,2.910,293.2302333,48.2813901,1101.1000000
"Kepler-369 c","Kepler-369",,1.427,293.6743322,47.9084727,
"Kepler-369 c","Kepler-369",,1.520,293.6743322,47.9084727,
"Kepler-369 c","Kepler-369",,1.320,293.6743322,47.9084727,
"Kepler-1069 b","Kepler-1069",,2.210,290.9792378,47.9889097,695.9670000
"Kepler-1134 b","Kepler-1134",,,295.5678578,42.4781064,944.4450000
"Kepler-1134 b","Kepler-1134",,,295.5678578,42.4781064,944.4450000
"Kepler-1135 b","Kepler-1135",,,286.0029904,44.7565551,1314.6400000
"Kepler-1136 b","Kepler-1136",,1.640,284.1078441,44.2458047,491.4060000
"Kepler-1136 b","Kepler-1136",,,284.1078441,44.2458047,491.4060000
"Kepler-372 c","Kepler-372",,2.811,291.2562253,49.2589288,1493.9500000
"Kepler-372 c","Kepler-372",,,291.2562253,49.2589288,1493.9500000
"Kepler-520 c","Kepler-520",,1.050,293.1802903,41.6177408,623.9010000
"Kepler-1191 b","Kepler-1191",,1.520,291.6577923,48.0092619,955.5360000
"Kepler-1191 b","Kepler-1191",,,291.6577923,48.0092619,955.5360000
"Kepler-1192 b","Kepler-1192",,2.360,282.1405603,43.8964934,1304.1900000
"Kepler-1193 b","Kepler-1193",,,288.1447323,51.2756446,802.1160000
"Kepler-380 b","Kepler-380",,1.120,282.3947017,48.7591334,813.7130000
"Kepler-380 b","Kepler-380",,,282.3947017,48.7591334,813.7130000
"Kepler-136 c","Kepler-136",,1.940,296.4673039,42.5987984,420.8180000
"Kepler-1194 b","Kepler-1194",,,291.6994841,38.1452065,757.3820000
"Kepler-1418 b","Kepler-1418",,1.320,282.9975322,41.6785900,
"Kepler-1419 b","Kepler-1419",,2.600,292.2545917,37.9713760,1498.5800000
"Kepler-405 c","Kepler-405",,3.840,291.4094615,38.3400107,1065.0800000
"Kepler-405 b","Kepler-405",,2.400,291.4094615,38.3400107,1065.0800000
"Kepler-1616 b","Kepler-1616",,1.020,286.5436691,45.3048716,1137.8100000
"Kepler-1616 b","Kepler-1616",,1.337,286.5436691,45.3048716,1137.8100000
"Kepler-1314 b","Kepler-1314",,,294.2373599,45.1968274,
"Kepler-398 b","Kepler-398",,1.030,291.4688524,40.3437001,177.3550000
"Kepler-398 b","Kepler-398",,1.029,291.4688524,40.3437001,177.3550000
"Kepler-398 b","Kepler-398",,0.730,291.4688524,40.3437001,177.3550000
"Kepler-1316 b","Kepler-1316",,2.900,298.8358277,40.2930714,800.8710000
"Kepler-1317 b","Kepler-1317",,1.510,291.6118842,42.1159787,728.3030000
"Kepler-1403 b","Kepler-1403",,,290.8676391,38.9600779,2163.9000000
"Kepler-1404 b","Kepler-1404",,2.017,296.0094827,50.4983929,962.1830000
"Kepler-1599 b","Kepler-1599",,,286.2208685,41.1511886,1328.2000000
"Kepler-1599 b","Kepler-1599",,2.414,286.2208685,41.1511886,1328.2000000
"Kepler-1599 b","Kepler-1599",,1.830,286.2208685,41.1511886,1328.2000000
"Kepler-1601 b","Kepler-1601",,,285.5129496,38.0798390,644.4560000
"Kepler-1603 b","Kepler-1603",,1.884,295.3298254,42.5349698,2712.5800000
"Kepler-1194 b","Kepler-1194",,1.840,291.6994841,38.1452065,757.3820000
"Kepler-1616 b","Kepler-1616",,1.210,286.5436691,45.3048716,1137.8100000
"Kepler-1617 b","Kepler-1617",,1.200,287.9371747,46.4184781,898.3100000
"Kepler-441 b","Kepler-441",,,284.5669540,49.0127077,268.0030000
"Kepler-1619 b","Kepler-1619",,0.760,285.7035950,44.4221528,734.8500000
"Kepler-443 b","Kepler-443",,2.200,288.6104839,49.9685458,802.2710000
"Kepler-443 b","Kepler-443",,2.200,288.6104839,49.9685458,802.2710000
"Kepler-1621 b","Kepler-1621",,,297.5885341,43.8411937,1631.6600000
"Kepler-1623 b","Kepler-1623",,,294.0826970,39.5560655,837.4810000
"Kepler-1317 b","Kepler-1317",,1.510,291.6118842,42.1159787,728.3030000
"Kepler-445 c","Kepler-445",,,298.7363395,46.4991236,127.2010000
"Kepler-203 d","Kepler-203",,1.317,297.0899590,41.3880686,703.3020000
"Kepler-359 b","Kepler-359",,3.830,293.2936129,42.1963497,1443.2100000
"Kepler-360 c","Kepler-360",,2.100,286.2847077,44.7815817,876.0440000
"Kepler-360 c","Kepler-360",,2.212,286.2847077,44.7815817,876.0440000
"Kepler-417 b","Kepler-417",,2.380,293.8241813,42.7796480,973.9890000
"Kepler-1605 b","Kepler-1605",,,287.1349405,47.4886251,546.2300000
"Kepler-1605 b","Kepler-1605",,5.180,287.1349405,47.4886251,546.2300000
"Kepler-1606 b","Kepler-1606",,2.018,286.3782987,43.0732287,831.2870000
"Kepler-1606 b","Kepler-1606",,,286.3782987,43.0732287,831.2870000
"Kepler-1409 b","Kepler-1409",,1.100,290.0847389,51.2086144,694.8900000
"Kepler-1425 b","Kepler-1425",,1.555,294.9510368,43.0124348,863.8730000
"Kepler-1425 b","Kepler-1425",,0.880,294.9510368,43.0124348,863.8730000
"Kepler-296 e","Kepler-296",,1.060,286.5400278,49.4372614,
"Kepler-1637 b","Kepler-1637",,0.890,282.2368006,48.1542016,567.1870000
"Kepler-1638 b","Kepler-1638",,,295.4823299,48.5244695,1525.5200000
"Kepler-1638 b","Kepler-1638",,3.226,295.4823299,48.5244695,1525.5200000
"Kepler-1639 b","Kepler-1639",,2.640,283.0686510,48.8021209,1031.3100000
"Kepler-1641 b","Kepler-1641",,2.912,296.3594560,41.5745321,860.3700000
"Kepler-1642 b","Kepler-1642",,5.830,297.2121215,43.6437890,413.8730000
"Kepler-1644 b","Kepler-1644",,1.880,285.4750512,48.0348356,629.2700000
"Kepler-1143 c","Kepler-1143",,,287.3027720,39.2896399,555.1890000
"Kepler-363 c","Kepler-363",,1.847,283.1920779,41.3054172,762.5960000
"Kepler-364 b","Kepler-364",,1.640,281.5699998,47.3986233,891.4620000
"Kepler-364 b","Kepler-364",,,281.5699998,47.3986233,891.4620000
"Kepler-272 b","Kepler-272",,1.871,299.1275257,47.5938319,889.6080000
"Kepler-1138 b","Kepler-1138",,1.700,285.8993164,48.3072850,872.3280000
"Kepler-1138 b","Kepler-1138",,,285.8993164,48.3072850,872.3280000
"Kepler-1071 b","Kepler-1071",,2.425,293.0579794,45.2487472,1042.2700000
"Kepler-1071 b","Kepler-1071",,,293.0579794,45.2487472,1042.2700000
"Kepler-1139 b","Kepler-1139",,1.040,287.9455985,39.2305281,495.1560000
"Kepler-1649 b","Kepler-1649",,0.570,292.5029676,41.8299933,92.1913000
"Kepler-1350 c","Kepler-1350",,,288.2506110,46.6794847,340.6910000
"Kepler-891 b","Kepler-891",,6.410,291.0837644,40.3552252,2340.5800000
"Kepler-839 b","Kepler-839",,2.570,291.0746840,45.2425440,944.5610000
"Kepler-1002 b","Kepler-1002",,1.710,293.0794629,43.0736770,408.3030000
"Kepler-376 c","Kepler-376",,2.020,291.6071451,38.4103192,923.0670000
"OGLE-2012-BLG-0026L c","OGLE-2012-BLG-0026L",270.00000,,263.5779170,-27.1427500,4019.0000000
"Kepler-1140 b","Kepler-1140",,2.930,281.6940529,46.9465210,656.4800000
"Kepler-1141 b","Kepler-1141",,,290.5436836,47.7259073,393.6420000
"Kepler-1142 b","Kepler-1142",,2.633,292.7144796,44.0822816,1273.5100000
"Kepler-1143 b","Kepler-1143",,1.430,287.3027720,39.2896399,555.1890000
"Kepler-1072 b","Kepler-1072",,1.400,292.0443891,46.3289723,982.7160000
"Kepler-1144 b","Kepler-1144",,,290.0432936,47.2578857,1140.5700000
"Kepler-1589 b","Kepler-1589",,0.920,294.4418236,40.5716114,1513.1400000
"Kepler-1590 b","Kepler-1590",,1.090,291.4079141,48.0178915,771.1520000
"Kepler-273 b","Kepler-273",,1.700,291.3021458,47.6976573,713.9640000
"Kepler-1405 b","Kepler-1405",,,295.6848822,39.2561274,1530.3000000
"Kepler-1405 b","Kepler-1405",,2.820,295.6848822,39.2561274,1530.3000000
"Kepler-1406 b","Kepler-1406",,1.310,292.0818824,38.9149472,572.4030000
"Kepler-1407 b","Kepler-1407",,,283.9424274,41.4715535,1396.4100000
"Kepler-1408 b","Kepler-1408",,,282.6998783,45.4257884,535.0480000
"Kepler-1412 b","Kepler-1412",,0.660,292.1801539,49.2024810,755.6780000
"Kepler-1646 b","Kepler-1646",,,287.5264859,42.9129356,127.5910000
"Kepler-1629 b","Kepler-1629",,0.770,280.2066276,43.7743281,336.0900000
"Kepler-664 b","Kepler-664",,2.660,288.7549029,48.2262030,1210.1200000
"Kepler-1559 b","Kepler-1559",,0.788,292.2866565,42.0725948,614.8270000
"Kepler-1590 b","Kepler-1590",,1.000,291.4079141,48.0178915,771.1520000
"Kepler-1593 b","Kepler-1593",,3.170,300.4882018,44.4606698,638.2490000
"Kepler-1593 b","Kepler-1593",,,300.4882018,44.4606698,638.2490000
"Kepler-1594 b","Kepler-1594",,,293.6230451,47.9619127,976.8680000
"Kepler-1594 b","Kepler-1594",,,293.6230451,47.9619127,976.8680000
"Kepler-1595 b","Kepler-1595",,1.280,285.7227502,43.0094855,845.0220000
"Kepler-1414 b","Kepler-1414",,1.196,284.9285796,42.4223085,570.8350000
"Kepler-1414 b","Kepler-1414",,1.440,284.9285796,42.4223085,570.8350000
"Kepler-1414 b","Kepler-1414",,1.350,284.9285796,42.4223085,570.8350000
"Kepler-1609 b","Kepler-1609",,2.220,290.1465356,39.6658026,1826.0400000
"Kepler-1609 b","Kepler-1609",,2.050,290.1465356,39.6658026,1826.0400000
"Kepler-1609 b","Kepler-1609",,2.050,290.1465356,39.6658026,1826.0400000
"Kepler-1612 b","Kepler-1612",,,291.2503022,45.6550536,764.7260000
"Kepler-1422 b","Kepler-1422",,2.110,293.8902214,48.3360926,2465.8400000
"Kepler-1423 b","Kepler-1423",,2.840,288.2437481,41.1100655,
"Kepler-1424 b","Kepler-1424",,1.100,290.9916648,40.2293347,661.4210000
"Kepler-431 d","Kepler-431",,1.080,281.1123072,43.2277663,486.5460000
"Kepler-431 d","Kepler-431",,0.870,281.1123072,43.2277663,486.5460000
"Kepler-431 c","Kepler-431",,0.668,281.1123072,43.2277663,486.5460000
"Kepler-1428 b","Kepler-1428",,1.950,297.6422563,49.5949580,1530.3200000
"Kepler-361 b","Kepler-361",,1.290,296.8034146,46.7411011,930.3200000
"Kepler-362 b","Kepler-362",,1.741,291.7716030,47.5299192,1090.5100000
"Kepler-1535 b","Kepler-1535",,2.570,286.6136850,38.8919507,897.7330000
"Kepler-1536 b","Kepler-1536",,2.985,291.5852554,45.7158742,387.2480000
"Kepler-365 c","Kepler-365",,1.600,295.6265640,49.1304110,1038.9900000
"Kepler-439 b","Kepler-439",,2.369,280.8015188,44.0339733,757.0480000
"Kepler-439 b","Kepler-439",,2.330,280.8015188,44.0339733,757.0480000
"Kepler-1613 b","Kepler-1613",,2.340,289.8750066,43.4209318,1508.3300000
"Kepler-389 c","Kepler-389",,1.604,291.9600082,44.9000587,816.5590000
"Kepler-389 c","Kepler-389",,1.450,291.9600082,44.9000587,816.5590000
"Kepler-1454 b","Kepler-1454",,,284.2233265,48.8317229,780.5660000
"Kepler-460 c","KIC 5437945",,5.940,288.4749028,40.6512848,1274.0100000
"Kepler-1429 b","Kepler-1429",,1.190,285.3662532,49.0448172,1214.0900000
"Kepler-1442 b","Kepler-1442",,,291.2556226,48.8469171,608.6800000
"Kepler-1444 b","Kepler-1444",,2.289,285.3306799,42.0405016,319.6750000
"Kepler-1444 b","Kepler-1444",,,285.3306799,42.0405016,319.6750000
"Kepler-1445 b","Kepler-1445",,0.960,280.2495197,43.9150665,506.3570000
"Kepler-437 b","Kepler-437",,2.140,297.3473326,44.0269249,
"Kepler-437 b","Kepler-437",,1.370,297.3473326,44.0269249,
"Kepler-1538 b","Kepler-1538",,2.940,283.3456110,45.2743573,1125.3000000
"Kepler-1540 b","Kepler-1540",,,283.3445555,41.2017544,244.9600000
"CoRoT-10 b","CoRoT-10",874.00000,10.870,291.0636813,0.7460143,338.3860000
"CoRoT-14 b","CoRoT-14",2437.75610,11.411,103.4242023,-5.5360385,1744.6000000
"HD 130322 b","HD 130322",,,221.8857975,-0.2820782,31.8766000
"Kepler-1625 b","Kepler-1625",,5.400,295.4293220,39.8865068,2310.1100000
"HD 192263 b","HD 192263",,,303.4990864,-0.8657574,19.6359000
"HD 192263 b","HD 192263",,,303.4990864,-0.8657574,19.6359000
"Kepler-1625 b","Kepler-1625",,11.670,295.4293220,39.8865068,2310.1100000
"Kepler-1626 b","Kepler-1626",,1.599,296.5004384,40.7212069,1368.8300000
"Kepler-1627 b","Kepler-1627",,,284.0566675,41.5767277,317.4370000
"Kepler-1635 b","Kepler-1635",,3.640,285.3490542,45.5561768,1069.4500000
"Kepler-271 d","Kepler-271",,0.669,283.0029316,44.2841080,404.5420000
"Kepler-1447 b","Kepler-1447",,4.010,289.6434285,50.7270160,890.2960000
"Kepler-1449 b","Kepler-1449",,,288.2317293,50.5678345,2006.4800000
"Kepler-1449 b","Kepler-1449",,,288.2317293,50.5678345,2006.4800000
"Kepler-1388 d","Kepler-1388",,,283.3360156,47.1744499,453.7950000
"Kepler-1388 e","Kepler-1388",,,283.3360156,47.1744499,453.7950000
"Kepler-1482 b","Kepler-1482",,1.010,285.3138209,48.7252700,567.5560000
"Kepler-1534 b","Kepler-1534",,1.950,292.3953730,43.8691326,
"Kepler-1542 d","Kepler-1542",,1.030,285.7284757,42.6544651,399.1140000
"Kepler-1394 b","Kepler-1394",,,283.4532068,45.0840729,640.4090000
"Kepler-1395 b","Kepler-1395",,1.230,292.3374945,47.6641732,492.8940000
"Kepler-1396 b","Kepler-1396",,1.490,294.3363936,44.9182296,1066.4600000
"Kepler-1396 b","Kepler-1396",,1.650,294.3363936,44.9182296,1066.4600000
"Kepler-1397 b","Kepler-1397",,,299.6758812,47.0758234,1198.2500000
"Kepler-1398 b","Kepler-1398",,0.770,294.8661073,48.6389923,852.2040000
"Kepler-1400 b","Kepler-1400",,1.571,286.2716827,45.4408055,752.2370000
"Kepler-1401 b","Kepler-1401",,1.230,287.4660334,40.7584200,1425.4300000
"Kepler-1402 b","Kepler-1402",,0.680,291.8478341,48.9681664,1493.6400000
"Kepler-1417 b","Kepler-1417",,1.592,290.9498966,40.6051970,991.8450000
"Kepler-1417 b","Kepler-1417",,,290.9498966,40.6051970,991.8450000
"Kepler-231 b","Kepler-231",,1.970,293.9733913,50.5318460,316.6180000
"Kepler-84 e","Kepler-84",,2.540,298.2520208,40.4960842,1023.9000000
"Kepler-84 f","Kepler-84",,2.020,298.2520208,40.4960842,1023.9000000
"Kepler-84 f","Kepler-84",,2.080,298.2520208,40.4960842,1023.9000000
"Kepler-310 b","Kepler-310",,1.417,288.8392780,46.9867472,602.2680000
"Kepler-903 c","Kepler-903",,2.530,288.7710137,40.6641771,1369.2400000
"Kepler-903 c","Kepler-903",,1.980,288.7710137,40.6641771,1369.2400000
"Kepler-1265 b","Kepler-1265",,1.470,284.5858364,47.0795646,583.6410000
"Kepler-1265 b","Kepler-1265",,1.750,284.5858364,47.0795646,583.6410000
"Kepler-1267 b","Kepler-1267",,2.200,299.1695093,43.4410533,1379.4300000
"Kepler-1268 b","Kepler-1268",,2.140,287.8384190,43.1531776,1840.7700000
"Kepler-169 c","Kepler-169",,1.210,285.9999204,40.9193822,406.5290000
"Kepler-436 c","Kepler-436",,,301.7207775,44.4120856,588.8670000
"Kepler-1270 b","Kepler-1270",,3.320,286.7156676,48.6452552,1095.0500000
"Kepler-1270 b","Kepler-1270",,3.120,286.7156676,48.6452552,1095.0500000
"Kepler-317 c","Kepler-317",,1.850,294.9438822,39.0320499,940.5840000
"Kepler-318 c","Kepler-318",,3.680,298.4828337,46.7936357,489.1410000
"Kepler-319 d","Kepler-319",,4.560,288.8119782,39.7706431,503.4360000
"Kepler-319 b","Kepler-319",,2.950,288.8119782,39.7706431,503.4360000
"Kepler-321 b","Kepler-321",,1.460,294.4536991,44.1457626,384.5420000
"Kepler-321 b","Kepler-321",,,294.4536991,44.1457626,384.5420000
"Kepler-1286 b","Kepler-1286",,2.430,280.2583709,43.8357433,1354.4600000
"Kepler-393 b","Kepler-393",,1.310,290.9952050,45.1921880,881.4040000
"Kepler-393 b","Kepler-393",,1.820,290.9952050,45.1921880,881.4040000
"Kepler-187 b","Kepler-187",,1.260,299.7964955,44.0892448,1143.0000000
"Kepler-1288 b","Kepler-1288",,1.880,285.7135000,41.6058799,814.0780000
"Kepler-1289 b","Kepler-1289",,1.540,296.3887670,41.0405090,1053.5700000
"Kepler-1289 b","Kepler-1289",,,296.3887670,41.0405090,1053.5700000
"Kepler-1669 b","Kepler-1669",,,297.4303826,39.8478795,543.4440000
"Kepler-1086 b","Kepler-1086",,2.270,295.2511870,45.8429537,466.0840000
"Kepler-1087 b","Kepler-1087",,,294.9789253,46.0056741,362.6230000
"Kepler-358 c","Kepler-358",,,293.2302333,48.2813901,1101.1000000
"Kepler-1814 b","Kepler-1814",,2.620,285.2166767,41.2824449,726.3460000
"Kepler-1814 c","Kepler-1814",,,285.2166767,41.2824449,726.3460000
"Kepler-865 c","Kepler-865",,,297.7242257,43.5272796,586.1370000
"Kepler-880 b","Kepler-880",,2.772,281.9712347,43.6727839,601.3240000
"Kepler-896 c","Kepler-896",,2.300,282.4391402,43.7344291,2334.9300000
"Kepler-1518 b","Kepler-1518",,2.250,300.3323404,44.9861065,903.5100000
"Kepler-1518 c","Kepler-1518",,2.385,300.3323404,44.9861065,903.5100000
"Kepler-1610 c","Kepler-1610",,1.980,295.9049795,45.4054296,864.3310000
"Kepler-1921 b","Kepler-1921",,2.300,300.3161723,45.4953271,928.9890000
"Kepler-1921 b","Kepler-1921",,2.240,300.3161723,45.4953271,928.9890000
"Kepler-1491 b","Kepler-1491",,,293.6297645,45.7406293,2065.5900000
"Kepler-1491 b","Kepler-1491",,,293.6297645,45.7406293,2065.5900000
"Kepler-358 c","Kepler-358",,2.950,293.2302333,48.2813901,1101.1000000
"Kepler-353 c","Kepler-353",,,296.8565596,41.7580749,384.6940000
"Kepler-353 c","Kepler-353",,1.760,296.8565596,41.7580749,384.6940000
"Kepler-1088 b","Kepler-1088",,,281.5614578,42.4504087,280.6290000
"Kepler-1088 b","Kepler-1088",,,281.5614578,42.4504087,280.6290000
"Kepler-237 b","Kepler-237",,1.500,283.2213438,40.4217620,657.8220000
"Kepler-1376 b","Kepler-1376",,1.050,286.9584368,42.5414090,868.0560000
"Kepler-1376 b","Kepler-1376",,1.060,286.9584368,42.5414090,868.0560000
"Kepler-1377 b","Kepler-1377",,1.400,289.1954229,46.6516055,1146.1000000
"Kepler-1378 b","Kepler-1378",,1.914,297.3734030,40.3663986,506.4340000
"Kepler-239 c","Kepler-239",,2.190,294.2020505,40.6633313,648.1090000
"Kepler-1109 b","Kepler-1109",,1.770,291.6462654,39.3966122,685.0870000
"Kepler-1109 b","Kepler-1109",,5.370,291.6462654,39.3966122,685.0870000
"Kepler-1109 b","Kepler-1109",,,291.6462654,39.3966122,685.0870000
"Kepler-1110 b","Kepler-1110",,,291.8080645,38.6226615,726.8280000
"Kepler-1111 b","Kepler-1111",,1.770,295.4634045,45.8127697,841.5360000
"Kepler-255 b","Kepler-255",,1.550,296.0642702,45.9767647,1052.5300000
"Kepler-256 d","Kepler-256",,2.480,292.5804200,46.0973588,1026.4300000
"Kepler-256 d","Kepler-256",,,292.5804200,46.0973588,1026.4300000
"Kepler-260 c","Kepler-260",,1.740,291.9259658,38.0140525,627.3650000
"Kepler-261 c","Kepler-261",,,291.3647333,37.6092390,317.4990000
"Kepler-755 c","Kepler-755",,1.290,296.8609348,41.0973178,399.0340000
"Kepler-265 b","Kepler-265",,1.660,290.5104788,41.2447430,1280.2500000
"Kepler-758 d","Kepler-758",,2.120,293.0846115,41.1354049,1502.3200000
"Kepler-359 c","Kepler-359",,4.300,293.2936129,42.1963497,1443.2100000
"Kepler-1091 b","Kepler-1091",,1.110,299.7854426,43.6707235,914.2990000
"Kepler-1091 b","Kepler-1091",,1.090,299.7854426,43.6707235,914.2990000
"Kepler-1253 b","Kepler-1253",,1.400,283.8852196,47.6371507,514.5240000
"Kepler-118 b","Kepler-118",,1.343,299.2131881,41.4248195,574.2280000
"Kepler-118 b","Kepler-118",,1.300,299.2131881,41.4248195,574.2280000
"Kepler-163 b","Kepler-163",,1.360,295.0027458,46.9873389,689.8140000
"Kepler-1256 b","Kepler-1256",,1.400,291.4742443,44.6834119,891.1920000
"Kepler-1257 b","Kepler-1257",,,296.0756231,45.6270165,1105.9500000
"Kepler-239 c","Kepler-239",,2.370,294.2020505,40.6633313,648.1090000
"Kepler-243 c","Kepler-243",,1.730,285.1104819,42.0339619,693.8600000
"Kepler-327 c","Kepler-327",,,292.6422963,44.0876251,241.9870000
"Kepler-329 b","Kepler-329",,1.240,299.2681646,45.2272852,439.7190000
"Kepler-331 c","Kepler-331",,2.721,291.8343455,39.3073462,580.1190000
"Kepler-331 c","Kepler-331",,2.310,291.8343455,39.3073462,580.1190000
"Kepler-256 e","Kepler-256",,,292.5804200,46.0973588,1026.4300000
"Kepler-256 e","Kepler-256",,,292.5804200,46.0973588,1026.4300000
"Kepler-1278 b","Kepler-1278",,,282.9569197,42.8255589,889.4260000
"Kepler-1279 b","Kepler-1279",,1.440,288.0955917,40.3659090,1494.2200000
"Kepler-1280 b","Kepler-1280",,1.660,293.5738933,45.3844919,1486.7000000
"Kepler-180 b","Kepler-180",,,295.5712566,49.7745140,695.6500000
"Kepler-180 b","Kepler-180",,1.510,295.5712566,49.7745140,695.6500000
"Kepler-182 b","Kepler-182",,2.580,289.8301128,50.5862025,1549.0900000
"Kepler-182 b","Kepler-182",,3.358,289.8301128,50.5862025,1549.0900000
"Kepler-266 c","Kepler-266",,3.890,294.4843821,44.1669355,1370.7900000
"Kepler-266 c","Kepler-266",,3.240,294.4843821,44.1669355,1370.7900000
"Kepler-336 c","Kepler-336",,,290.2376224,41.3313637,768.8600000
"Kepler-336 b","Kepler-336",,0.920,290.2376224,41.3313637,768.8600000
"Kepler-336 b","Kepler-336",,0.730,290.2376224,41.3313637,768.8600000
"Kepler-336 b","Kepler-336",,,290.2376224,41.3313637,768.8600000
"Kepler-337 b","Kepler-337",,1.160,290.0605123,47.1639533,677.9750000
"Kepler-337 b","Kepler-337",,,290.0605123,47.1639533,677.9750000
"Kepler-1260 b","Kepler-1260",,2.928,295.5912652,42.5552261,1734.4300000
"Kepler-1261 b","Kepler-1261",,,285.2324786,48.8066963,744.2940000
"Kepler-390 b","Kepler-390",,0.840,291.6288086,41.2088351,435.2770000
"Kepler-1368 b","Kepler-1368",,1.330,294.7669795,41.6446434,1635.8200000
"Kepler-1368 b","Kepler-1368",,1.440,294.7669795,41.6446434,1635.8200000
"Kepler-1369 b","Kepler-1369",,2.690,285.7972604,40.9361923,1236.5600000
"Kepler-1370 b","Kepler-1370",,,284.5656897,41.7784781,1004.1000000
"Kepler-1370 b","Kepler-1370",,1.770,284.5656897,41.7784781,1004.1000000
"Kepler-256 e","Kepler-256",,,292.5804200,46.0973588,1026.4300000
"Kepler-333 c","Kepler-333",,1.304,292.2861201,40.9135429,324.4130000
"Kepler-333 c","Kepler-333",,1.200,292.2861201,40.9135429,324.4130000
"Kepler-1101 b","Kepler-1101",,,294.5693544,45.6711623,742.4730000
